,full_name,line,movie,compound
244,THANOS,"Ssh, child.  I know.  And you’ll have the chance to prove it... ",Avengers: Endgame,0.25
245,THOR,Stop it!  Let me do this.  Let me do something good.  Something right-,Avengers: Endgame,0.2481
246,STEVE ROGERS,"We’ve been hunting Thanos for three weeks - deep space scans, satellites - we got nothing.  Tony, you fought him- ",Avengers: Endgame,0.2411
247,STEVE ROGERS,"Scott, are you okay? ",Avengers: Endgame,0.2263
248,THOR,Ask the Asgardians down there how much “my help” is worth.,Avengers: Endgame,0.2263
249,BRUCE BANNER,"Okay, Clint.  Starting in three, two, one...",Avengers: Endgame,0.2263
250,STEVE ROGERS,"Okay.  Now that we’ve got how, we’re going to need where and when. Most folks here have encountered at least one of the six Infinity Stones-",Avengers: Endgame,0.2263
251,TONY STARK,"Okay, Park Avenue’s that way. Let’s huddle up.  Suits off.",Avengers: Endgame,0.2263
252,JANE FOSTER,It’s okay.  Nevermind.,Avengers: Endgame,0.2263
253,TONY STARK,"Okay, Cap, I make ten of them, just passing the 80th floor. ",Avengers: Endgame,0.2263
254,BROCK RUMLOW,"Afraid we can’t allow that, Cap. ",Avengers: Endgame,0.2263
255,TONY STARK,"Okay, Thumbelina, you’re a go.",Avengers: Endgame,0.2263
256,BRUCE BANNER,She’s not coming back.  We have to make it worth it.  We have to.,Avengers: Endgame,0.2263
257,TONY STARK,"Okay, remember, everyone Thanos snapped away five years ago, you’re just bringing them back...to today. Don’t change anything from the last five years.  Got it? ",Avengers: Endgame,0.2263
258,STEVE ROGERS,"Bruce, you okay? ",Avengers: Endgame,0.2263
259,STEVE ROGERS,"It’s going to be okay, Buck.",Avengers: Endgame,0.2263
260,BRUCE BANNER,I’m being very careful-,Avengers: Endgame,0.2247
261,SCOTT LANG,"Well, five years ago, just before this Thanos guy...I went into a place called the Quantum Realm. It’s like its own microscopic universe.  You can only get there if you’re incredibly small.  Hope, she’s my...she was supposed to pull me out.  But then Thanos happened. And I was stuck in there. ",Avengers: Endgame,0.2238
262,THANOS,Nothing.  Yet. They’re not trying to stop something I’m going to do in our time.  They’re trying to undo something I’ve already done in theirs.,Avengers: Endgame,0.2235
263,TONY STARK,"Quantum fluctuation kinda messes with the Planck Scale, which then triggers the Deutsch Proposition, can we agree on that? Chai?  In layman’s terms, it means you can cancel your Netflix subscription because you’re not coming home. ",Avengers: Endgame,0.2168
264,NATASHA ROMANOFF,Your friend’s fine.,Avengers: Endgame,0.2023
265,TONY STARK,Fine.,Avengers: Endgame,0.2023
266,TONY STARK,"Thank god, I’m here.  Regardless, I fixed it.  That is a fully-functioning, time- space GPS.  I just want peace. Resentment is corrosive.  I hate it. ",Avengers: Endgame,0.2023
267,TONY STARK,"You’re going to do fine, Howard. ",Avengers: Endgame,0.2023
268,STEVE ROGERS,"Fewer ships, cleaner water.  Just saying, there’s still a world out there. ",Avengers: Endgame,0.1779
269,SCOTT LANG,"Sure, we can.  We take the stones before Thanos gets them, then he doesn’t have them.  Problem solved. ",Avengers: Endgame,0.1779
270,A1 TONY,"I’m not gonna argue who has authority here but jurisdictionally speaking, we are on Stark property. That is my name on the glass... ",Avengers: Endgame,0.17
271,TONY STARK,Not if I stopped right here.,Avengers: Endgame,0.1695
272,RONIN,You survived.  Half the planet didn’t.  They got Thanos.  You get me. You’re done hurting people.,Avengers: Endgame,0.1531
273,ANCIENT ONE,I’d be careful going that way... We just had the floors waxed.,Avengers: Endgame,0.1531
274,SCOTT LANG,"I think you look great, Cap.  As far as I’m concerned, that’s America’s ass. ",Avengers: Endgame,0.1531
275,A1 NATASHA,Careful with that.,Avengers: Endgame,0.1531
276,TONY STARK,"I tried to hold onto the good stuff.  Dad dropped the odd pearl, here and there. ",Avengers: Endgame,0.1531
277,BAD NEBULA,"Thank you, Father.  They suspected nothing. ",Avengers: Endgame,0.1531
278,DRAX,You should fight one another for the honor of leadership.,Avengers: Endgame,0.1531
279,NATASHA ROMANOFF,Nothing out there I particularly want to see.,Avengers: Endgame,0.1513
280,TONY STARK,What do you want?  I got hit in the head with a Hulk!,Avengers: Endgame,0.1511
281,TONY STARK,"All right, give me the eigenvalue of that particle, factoring in spectral decomp.  Run it.  That’ll take a second.  And don’t worry if it doesn’t pan out, I’m just kind of... ",Avengers: Endgame,0.128
282,BRUCE BANNER,"Good.  If we blow the grid, I don’t want to lose Tiny back in the ‘50’s. ",Avengers: Endgame,0.128
283,CLINT BARTON,"Well, I know I’m a little outside my pay grade here, but, she still isn’t here, is she? ",Avengers: Endgame,0.1235
284,SCOTT LANG,Okay.  But how did...this happen?,Avengers: Endgame,0.1154
285,NATASHA ROMANOFF,He was kidding.,Avengers: Endgame,0.1027
286,BRUCE BANNER,I was kidding.,Avengers: Endgame,0.1027
287,NATASHA ROMANOFF,"You were kidding, right? ",Avengers: Endgame,0.1027
288,LAURA BARTON,"You guys want mustard or mayo, or both?",Avengers: Endgame,0.0772
289,TONY STARK,Morgan H. Stark.  Chow time.  Want some lunch?,Avengers: Endgame,0.0772
290,TONY STARK,Which was a billion-to-one cosmic fluke.  Now you want to pull a- What are you calling it?,Avengers: Endgame,0.0772
291,SCOTT LANG,Excuse me?,Avengers: Endgame,0.0772
292,JAMES RHODES,Excuse me?,Avengers: Endgame,0.0772
293,BRUCE BANNER,Hulk...does what...Hulk want?,Avengers: Endgame,0.0772
294,ANCIENT ONE,You don’t want to do this.,Avengers: Endgame,0.0772
295,BRUCE BANNER,"Lady, I just want to borrow your necklace- ",Avengers: Endgame,0.0772
296,NEBULA,What do you want?,Avengers: Endgame,0.0772
297,CLINT BARTON,What do you want to do with this thing?,Avengers: Endgame,0.0772
298,HAPPY HOGAN,What do you want?,Avengers: Endgame,0.0772
299,HAPPY HOGAN,I’m going to get you all the cheeseburgers you want.,Avengers: Endgame,0.0772
300,ROCKET,I’ve got some blasters right here. Unless you want to use knives.,Avengers: Endgame,0.0772
301,JAMES RHODES,I’m pretty sure he’s dead.,Avengers: Endgame,0.0516
302,THANOS,Freeze image.,Avengers: Endgame,0.0516
303,NATASHA ROMANOFF,"You think I want to do it?  I’m trying to save your life, you idiot- ",Avengers: Endgame,0.0516
304,STEVE ROGERS,Got it.  Head to the lobby.,Avengers: Endgame,0.0258
305,CLINT BARTON,No.  Please no...,Avengers: Endgame,0.0258
306,ANCIENT ONE,"I wish I could help you, Bruce... But if I were to give up the Time Stone to help your reality, I’d be dooming my own. ",Avengers: Endgame,0.0129
307,LILA BARTON,Why three?,Avengers: Endgame,0.0
308,CLINT BARTON,‘Cause two’s not enough and four’s too much-,Avengers: Endgame,0.0
309,LILA BARTON,Who puts mayo on a hot dog?,Avengers: Endgame,0.0
310,STEVE ROGERS,Neither could we.,Avengers: Endgame,0.0
311,STEVE ROGERS,We...lost...,Avengers: Endgame,0.0
312,TONY STARK,Is Pepper...?,Avengers: Endgame,0.0
313,PEPPER POTTS,"Stay here, you stay right here- ",Avengers: Endgame,0.0
314,TONY STARK,I’m not going anywhere.,Avengers: Endgame,0.0
315,JAMES RHODES,It’s been twenty-three days since Thanos came to Earth.,Avengers: Endgame,0.0
316,CAROL DANVERS,Not just Earth.,Avengers: Endgame,0.0
317,CAROL DANVERS,You never have to ask me that.,Avengers: Endgame,0.0
318,TONY STARK,Where is he now?,Avengers: Endgame,0.0
319,STEVE ROGERS,We don’t know.  He just opened a portal and walked through.,Avengers: Endgame,0.0
320,TONY STARK,What’s his deal?,Avengers: Endgame,0.0
321,TONY STARK,"Until this second, I literally thought you were a Build-a-Bear. ",Avengers: Endgame,0.0
322,STEVE ROGERS,"Did he give you anything to go on? Clues, coordinates- ",Avengers: Endgame,0.0
323,TONY STARK,"I saw this coming, few years back. Didn’t wanna believe.  I thought I was dreaming... ",Avengers: Endgame,0.0
324,STEVE ROGERS,"Tony, I need you to focus- ",Avengers: Endgame,0.0
325,STEVE ROGERS,"But that didn’t work out, did it? ",Avengers: Endgame,0.0
326,JAMES RHODES,"Tony, take it easy... ",Avengers: Endgame,0.0
327,JAMES RHODES,Bruce gave him a sedative.  Should be out the rest of the day.,Avengers: Endgame,0.0
328,STEVE ROGERS,Where are you going?,Avengers: Endgame,0.0
329,NATASHA ROMANOFF,"Hey, hey, hang on.  We’re sort of a team here.  Between you and me, morale’s a little fragile. ",Avengers: Endgame,0.0
330,JAMES RHODES,Do you even know where he is?,Avengers: Endgame,0.0
331,CAROL DANVERS,I know people who might-,Avengers: Endgame,0.0
332,JAMES RHODES,You’re saying Thanos had a retirement plan.,Avengers: Endgame,0.0
333,STEVE ROGERS,Where’s this garden?,Avengers: Endgame,0.0
334,NATASHA ROMANOFF,You’re saying he snapped his fingers again.  Where?,Avengers: Endgame,0.0
335,STEVE ROGERS,A garden.,Avengers: Endgame,0.0
336,BRUCE BANNER,"Thanos is there.  And he just used the stones. You know, we’d be going short- handed. ",Avengers: Endgame,0.0
337,JAMES RHODES,He’s still got the stones.,Avengers: Endgame,0.0
338,CAROL DANVERS,"So, we take them.  And we use them to bring everybody back. ",Avengers: Endgame,0.0
339,BRUCE BANNER,If we do this...why would it end any differently than it did before?,Avengers: Endgame,0.0
340,CAROL DANVERS,Because before you didn’t have me.,Avengers: Endgame,0.0
341,JAMES RHODES,"Hey, new girl.  All of us in here are about that superhero life. Where’ve you been all this time? ",Avengers: Endgame,0.0
342,CAROL DANVERS,There’s a lot of people in the universe.  And they didn’t all have you.,Avengers: Endgame,0.0
343,NEBULA,"Approaching jump in three, two...",Avengers: Endgame,0.0
344,CAROL DANVERS,"I’ll head down for recon.  If I’m not back in fifteen, you’ll know I found him.",Avengers: Endgame,0.0
345,NATASHA ROMANOFF,"This is going to work, Steve. ",Avengers: Endgame,0.0
346,STEVE ROGERS,I know it will.  Because I don’t know what I’m going to do if it doesn’t.,Avengers: Endgame,0.0
347,NEBULA,That’s enough.,Avengers: Endgame,0.0
348,STEVE ROGERS,Where are they?,Avengers: Endgame,0.0
349,CAROL DANVERS,Answer the question!,Avengers: Endgame,0.0
350,NATASHA ROMANOFF,Where are the stones?,Avengers: Endgame,0.0
351,THANOS,Gone.  Reduced to atoms.,Avengers: Endgame,0.0
352,BRUCE BANNER,You used them two days ago!,Avengers: Endgame,0.0
353,ROCKET,No...they can’t be gone...,Avengers: Endgame,0.0
354,ROCKET,What did you do?,Avengers: Endgame,0.0
355,THOR,I went for the head.,Avengers: Endgame,0.0
356,GRIEVING MAN,"So, I went on a date the other day. ",Avengers: Endgame,0.0
357,STEVE ROGERS,What did you talk about?,Avengers: Endgame,0.0
358,OLDER MAN,What about you?,Avengers: Endgame,0.0
359,SCOTT LANG,Hello? Hey.  Kid.  What happened here? What? Cassie!  Cassie!,Avengers: Endgame,0.0
360,CASSIE LANG,Dad?,Avengers: Endgame,0.0
361,SCOTT LANG,Peanut?,Avengers: Endgame,0.0
362,CASSIE LANG,I thought you were gone.,Avengers: Endgame,0.0
363,NATASHA ROMANOFF,And?,Avengers: Endgame,0.0
364,NEBULA,It was an infectious garbage scow.,Avengers: Endgame,0.0
365,CAROL DANVERS,You were closer.,Avengers: Endgame,0.0
366,NATASHA ROMANOFF,You get a reading on those tremors?,Avengers: Endgame,0.0
367,OKOYE,Minor subduction in the African plate.,Avengers: Endgame,0.0
368,NATASHA ROMANOFF,Do we have a visual?  How are you handling it?,Avengers: Endgame,0.0
369,OKOYE,Nat.  It was a mild earthquake.  In the ocean.  We handle it by not handling it.,Avengers: Endgame,0.0
370,CAROL DANVERS,Not likely.,Avengers: Endgame,0.0
371,ROCKET,Getting another haircut?,Avengers: Endgame,0.0
372,CAROL DANVERS,"Listen, fur-face, I’m covering a lot of territory out here.  The things that have been happening on Earth have been happening everywhere else.  On thousands of planets.  You might not see me for a long time. ",Avengers: Endgame,0.0
373,NATASHA ROMANOFF,"All right.  Everybody keep keeping their eyes open.  This channel’s always active.  Anything goes sideways, anyone makes trouble where they shouldn’t, it comes through me. What’s up?  Where are you?",Avengers: Endgame,0.0
374,JAMES RHODES,Mexico.  Got some news.,Avengers: Endgame,0.0
375,NATASHA ROMANOFF,Okay...,Avengers: Endgame,0.0
376,JAMES RHODES,Federalés found a room full of bodies outside Juarez.  Cartel guys.  Guns still in their pants.,Avengers: Endgame,0.0
377,NATASHA ROMANOFF,Could be a rival hit-,Avengers: Endgame,0.0
378,NATASHA ROMANOFF,Find out where’s he going next.,Avengers: Endgame,0.0
379,NATASHA ROMANOFF,Come by to do your laundry?,Avengers: Endgame,0.0
380,STEVE ROGERS,I spotted a pod of whales coming over the bridge.,Avengers: Endgame,0.0
381,NATASHA ROMANOFF,In the Hudson.,Avengers: Endgame,0.0
382,NATASHA ROMANOFF,I don’t know how you do it.,Avengers: Endgame,0.0
383,STEVE ROGERS,I guess I don’t know how not to.,Avengers: Endgame,0.0
384,NATASHA ROMANOFF,"Me, neither.",Avengers: Endgame,0.0
385,STEVE ROGERS,"I keep telling them, move on.  Grow past it.  And some of them actually do.  But not us. ",Avengers: Endgame,0.0
386,NATASHA ROMANOFF,"If I move on, who does this? ",Avengers: Endgame,0.0
387,STEVE ROGERS,Maybe it doesn’t need to be done.,Avengers: Endgame,0.0
388,STEVE ROGERS,I think we both need to get a life.,Avengers: Endgame,0.0
389,NATASHA ROMANOFF,You first.,Avengers: Endgame,0.0
390,SCOTT LANG,"Hello?  Is anyone home?  This is, uh, Scott Lang?  We met a few years ago.  At the airport? ",Avengers: Endgame,0.0
391,STEVE ROGERS,This an old message?,Avengers: Endgame,0.0
392,NATASHA ROMANOFF,It’s the front gate.,Avengers: Endgame,0.0
393,NATASHA ROMANOFF,Only to make conversation.,Avengers: Endgame,0.0
394,STEVE ROGERS,"Scott, what are you talking about? ",Avengers: Endgame,0.0
395,STEVE ROGERS,Wait...wait.  Scott.  Are you talking about a time machine?,Avengers: Endgame,0.0
396,SCOTT LANG,"So, who do we talk to about this?",Avengers: Endgame,0.0
397,MORGAN STARK,Define lunch or be disintegrated.,Avengers: Endgame,0.0
398,MORGAN STARK,Garage.,Avengers: Endgame,0.0
399,NATASHA ROMANOFF,You’ve got some objections to the plan.,Avengers: Endgame,0.0
400,STEVE ROGERS,"Tony, after what you’ve seen, is anything really impossible? ",Avengers: Endgame,0.0
401,SCOTT LANG,I did.,Avengers: Endgame,0.0
402,SCOTT LANG,A time heist.,Avengers: Endgame,0.0
403,SCOTT LANG,Still Scott...,Avengers: Endgame,0.0
404,STEVE ROGERS,"Tony, the Stones exist in the past. We could get them and bring them here. ",Avengers: Endgame,0.0
405,NATASHA ROMANOFF,We can snap our own fingers.  We can bring everybody back.,Avengers: Endgame,0.0
406,STEVE ROGERS,I don’t believe we would.,Avengers: Endgame,0.0
407,SCOTT LANG,No...,Avengers: Endgame,0.0
408,NATASHA ROMANOFF,We have to take a stand.,Avengers: Endgame,0.0
409,TONY STARK,We did stand.  And yet here we are.,Avengers: Endgame,0.0
410,SCOTT LANG,"Look, Stark-  Can I call you Tony? ",Avengers: Endgame,0.0
411,SCOTT LANG,Tony-,Avengers: Endgame,0.0
412,SCOTT LANG,But why?,Avengers: Endgame,0.0
413,BRUCE BANNER,"Five years ago, we got our asses kicked, right?",Avengers: Endgame,0.0
414,STEVE ROGERS,He’s heard.,Avengers: Endgame,0.0
415,AVENGERS KID,Mr. Hulk?  Can we get a picture?,Avengers: Endgame,0.0
416,STEVE ROGERS,"So, Bruce, about what we said- ",Avengers: Endgame,0.0
417,BRUCE BANNER,"The time travel do-over?  I don’t know, that’s kind of outside my field of expertise...",Avengers: Endgame,0.0
418,NATASHA ROMANOFF,"You pulled this off.  I remember a time that was impossible, too. ",Avengers: Endgame,0.0
419,BRUCE BANNER,"I’m supposed to be on Oprah next week, but I guess I could move things around.",Avengers: Endgame,0.0
420,TONY STARK,"Friday, you up? ",Avengers: Endgame,0.0
421,FRIDAY,Processing. The model forms.,Avengers: Endgame,0.0
422,FRIDAY,Model rendered.,Avengers: Endgame,0.0
423,TONY STARK,What are you doing up?,Avengers: Endgame,0.0
424,TONY STARK,"First of all, that’s a Mommy word, she coined it. ",Avengers: Endgame,0.0
425,MORGAN STARK,Why are you up?,Avengers: Endgame,0.0
426,TONY STARK,I just had something on my mind.,Avengers: Endgame,0.0
427,MORGAN STARK,Was it juice pops?,Avengers: Endgame,0.0
428,MORGAN STARK,Tell me a story.,Avengers: Endgame,0.0
429,TONY STARK,"Once upon a time, Maguna went to bed.  The end. ",Avengers: Endgame,0.0
430,PEPPER POTTS,That’s up there.,Avengers: Endgame,0.0
431,TONY STARK,What’re you reading?,Avengers: Endgame,0.0
432,PEPPER POTTS,A book about composting-,Avengers: Endgame,0.0
433,PEPPER POTTS,Just so we’re both talking about the same thing-,Avengers: Endgame,0.0
434,TONY STARK,Time travel.,Avengers: Endgame,0.0
435,TONY STARK,To say the least.,Avengers: Endgame,0.0
436,TONY STARK,I know-,Avengers: Endgame,0.0
437,PEPPER POTTS,Not everybody did.,Avengers: Endgame,0.0
438,TONY STARK,"I could just lock the lab, put it in a trunk, sink it to the bottom of the lake, and go to bed. ",Avengers: Endgame,0.0
439,PEPPER POTTS,But could you rest?,Avengers: Endgame,0.0
440,BRUCE BANNER,I reran my calculations three times-,Avengers: Endgame,0.0
441,BRUCE BANNER,"Counting down from three, two, one... ",Avengers: Endgame,0.0
442,SCOTT LANG,"Uh, guys?  This doesn’t feel right. ",Avengers: Endgame,0.0
443,NATASHA ROMANOFF,Is that Scott?,Avengers: Endgame,0.0
444,BRUCE BANNER,Probably...?,Avengers: Endgame,0.0
445,STEVE ROGERS,Get him back!,Avengers: Endgame,0.0
446,SCOTT LANG,"Oh, my back! ",Avengers: Endgame,0.0
447,STEVE ROGERS,It’s a baby.,Avengers: Endgame,0.0
448,BRUCE BANNER,It’s Scott.,Avengers: Endgame,0.0
449,STEVE ROGERS,As a baby! ,Avengers: Endgame,0.0
450,SCOTT LANG,Somebody peed my pants.  I don’t know if it was baby-me or old-me. Or just me-me.,Avengers: Endgame,0.0
451,TONY STARK,"Why the long face?  Wild guess, he turned into a baby? ",Avengers: Endgame,0.0
452,STEVE ROGERS,Among other things.,Avengers: Endgame,0.0
453,STEVE ROGERS,You did.,Avengers: Endgame,0.0
454,STEVE ROGERS,"Me, too.",Avengers: Endgame,0.0
455,STEVE ROGERS,"Tony, I don’t know- ",Avengers: Endgame,0.0
456,TONY STARK,"What’s to know?  He made it for you.  Plus, I gotta get it out of the garage before Morgan takes it sledding.",Avengers: Endgame,0.0
457,TONY STARK,"Just don’t flaunt it.  I didn’t bring enough for the whole team. We are getting the whole team, right? ",Avengers: Endgame,0.0
458,STEVE ROGERS,We’re trying.,Avengers: Endgame,0.0
459,ROCKET,"Hey, Humie.  Where’s Big Green? ",Avengers: Endgame,0.0
460,SCOTT LANG,"Um, kitchen, I think.",Avengers: Endgame,0.0
461,JAMES RHODES,"What’s up, Regular-Sized Man?",Avengers: Endgame,0.0
462,ROCKET,Finally.  I ain’t got all day.,Avengers: Endgame,0.0
463,BRUCE BANNER,I call shotgun!,Avengers: Endgame,0.0
464,ROCKET,What the heck are they looking at?,Avengers: Endgame,0.0
465,BRUCE BANNER,I’m kind of famous...,Avengers: Endgame,0.0
466,VALKYRIE,You shouldn’t have come.,Avengers: Endgame,0.0
467,BRUCE BANNER,This is Rocket.,Avengers: Endgame,0.0
468,ROCKET,Hey.,Avengers: Endgame,0.0
469,VALKYRIE,Hey. He won’t see you.,Avengers: Endgame,0.0
470,BRUCE BANNER,We didn’t say we were here to see-,Avengers: Endgame,0.0
471,VALKYRIE,He can’t give you what you need.,Avengers: Endgame,0.0
472,VALKYRIE,We only see him once a month.  When he comes in for “supplies.” ,Avengers: Endgame,0.0
473,BRUCE BANNER,Hello...?  Thor...?,Avengers: Endgame,0.0
474,THOR,"Are you here about the cable? Cinemax went out two days ago, and the sports are all...fuzzy...",Avengers: Endgame,0.0
475,BRUCE BANNER,Thor?,Avengers: Endgame,0.0
476,THOR,BROS!  Bring it in!,Avengers: Endgame,0.0
477,THOR,"Hulk, you know my boys, Korg and Miek, right?",Avengers: Endgame,0.0
478,THOR,Noobmaster again?,Avengers: Endgame,0.0
479,BRUCE BANNER,"Hey, buddy, are you all right? ",Avengers: Endgame,0.0
480,THOR,Don’t I look all right?,Avengers: Endgame,0.0
481,THOR,"So, what’s up?  Just here for a hang? ",Avengers: Endgame,0.0
482,THOR,Don’t say that name.,Avengers: Endgame,0.0
483,KORG,Stormbreaker?,Avengers: Endgame,0.0
484,BRUCE BANNER,"Look, I get it.  You’re in a rough patch.  I’ve been there.  But you know who helped me out of it? ",Avengers: Endgame,0.0
485,THOR,Was it Natasha?,Avengers: Endgame,0.0
486,THOR,"They were gods!  Now they’re fisherpeople!  The ones that are left, anyway. ",Avengers: Endgame,0.0
487,BRUCE BANNER,That’s the thing.  I think we can bring them back. ,Avengers: Endgame,0.0
488,BRUCE BANNER,"Come on, pal.  We need you.",Avengers: Endgame,0.0
489,ROCKET,There’s beer in the ship.,Avengers: Endgame,0.0
490,AKIHIKO,Why are you doing this?  We never did anything to you! ,Avengers: Endgame,0.0
491,RONIN,What I want...you can’t give me.,Avengers: Endgame,0.0
492,CLINT BARTON,You shouldn’t be here.,Avengers: Endgame,0.0
493,NATASHA ROMANOFF,Neither should you.,Avengers: Endgame,0.0
494,CLINT BARTON,I’ve got a job to do.,Avengers: Endgame,0.0
495,CLINT BARTON,Don’t.,Avengers: Endgame,0.0
496,NATASHA ROMANOFF,Don’t what?,Avengers: Endgame,0.0
497,ROCKET,"It’s Rocket, and shut up.  You’re only a genius on Earth, pal. ",Avengers: Endgame,0.0
498,TONY STARK,And you’re only in there because you have tiny hands.,Avengers: Endgame,0.0
499,ROCKET,Fixed it.,Avengers: Endgame,0.0
500,ROCKET,Get used to saying that.,Avengers: Endgame,0.0
501,CLINT BARTON,I’m game. I’ll do it. ,Avengers: Endgame,0.0
502,JAMES RHODES,"Hang on, I’ve got to ask, if we can do this, why don’t we just go find baby Thanos and, you know...",Avengers: Endgame,0.0
503,NEBULA,That’s not how it works.,Avengers: Endgame,0.0
504,CLINT BARTON,I don’t know.  That is kind of what I’ve heard-,Avengers: Endgame,0.0
505,BRUCE BANNER,Heard from who?,Avengers: Endgame,0.0
506,NEBULA,Exactly.,Avengers: Endgame,0.0
507,CLINT BARTON,"Look, are we doing this or not? ",Avengers: Endgame,0.0
508,LILA BARTON,Dad?,Avengers: Endgame,0.0
509,TONY STARK,Tell me something good...,Avengers: Endgame,0.0
510,CLINT BARTON,It worked.  It worked.,Avengers: Endgame,0.0
511,SCOTT LANG,I haven’t. Just...saying.,Avengers: Endgame,0.0
512,BRUCE BANNER,"Regardless, we’ve only got enough Pym Particles for one round trip, each.  And the Stones have been in a lot of places throughout history. ",Avengers: Endgame,0.0
513,CLINT BARTON,Which means we’ve got to pick our targets.,Avengers: Endgame,0.0
514,STEVE ROGERS,"Exactly.  Let’s start with the Aether.  Thor, what do we know?",Avengers: Endgame,0.0
515,NATASHA ROMANOFF,Is he asleep?,Avengers: Endgame,0.0
516,ROCKET,Quill said he stole the Power Stone from Morag.,Avengers: Endgame,0.0
517,BRUCE BANNER,That’s a person?,Avengers: Endgame,0.0
518,ROCKET,It’s a planet.  Quill was a person.,Avengers: Endgame,0.0
519,NEBULA,Thanos found the Soul Stone on Vormir.,Avengers: Endgame,0.0
520,NATASHA ROMANOFF,And that is...?,Avengers: Endgame,0.0
521,SCOTT LANG,Not it.,Avengers: Endgame,0.0
522,NATASHA ROMANOFF,So this ‘Time Stone’ guy...what kind of doctor was he?,Avengers: Endgame,0.0
523,TONY STARK,Cross between ear-nose-and-throat and rabbit-from-hat.,Avengers: Endgame,0.0
524,BRUCE BANNER,Bleecker.,Avengers: Endgame,0.0
525,TONY STARK,Sullivan and Bleecker.  They’re cross streets.,Avengers: Endgame,0.0
526,NATASHA ROMANOFF,"Wait, he lived in New York?  Guys, pick the right year and there were three stones in New York. ",Avengers: Endgame,0.0
527,BRUCE BANNER,Shut the front door...,Avengers: Endgame,0.0
528,NATASHA ROMANOFF,See you in a minute.,Avengers: Endgame,0.0
529,BRUCE BANNER,"Actually, it’ll be closer to seven or eight microseconds, give or-",Avengers: Endgame,0.0
530,BRUCE BANNER,"All right, but I have to say, it seems gratuitous. Grrr...grrr... ",Avengers: Endgame,0.0
531,ANCIENT ONE,Ah.  I’m afraid not.,Avengers: Endgame,0.0
532,ANCIENT ONE,"Now.  Let’s start over, shall we?",Avengers: Endgame,0.0
533,MAIDEN,"For you, Lady Jane. ",Avengers: Endgame,0.0
534,JANE FOSTER,"Um, do you have anything with...pants? ",Avengers: Endgame,0.0
535,MAIDEN,Pants?,Avengers: Endgame,0.0
536,THOR,That’s Jane.,Avengers: Endgame,0.0
537,FRIGGA,"Send Loki some soup.  I don’t think he’s eating.  And ask our librarians to pull some volumes from the astronomy shelves.  He won’t read them, but at least they’ll keep him company.",Avengers: Endgame,0.0
538,ROCKET,Who’s the fancy broad?,Avengers: Endgame,0.0
539,THOR,My mother.  She dies today.,Avengers: Endgame,0.0
540,ROCKET,"Oh, jeez.",Avengers: Endgame,0.0
541,THOR,I guess not.,Avengers: Endgame,0.0
542,THOR,I can do this...I can do this... I can’t do this...,Avengers: Endgame,0.0
543,JAMES RHODES,"That’s it, right on that line, Blue.  Keep dropping it.",Avengers: Endgame,0.0
544,CLINT BARTON,"Hey, can we hurry it up? ",Avengers: Endgame,0.0
545,NEBULA,Coordinates for Vormir are laid in. All they have to do is not fall out.,Avengers: Endgame,0.0
546,NATASHA ROMANOFF,What?,Avengers: Endgame,0.0
547,CLINT BARTON,Nothing.  Just...we’re a long way from Budapest.,Avengers: Endgame,0.0
548,NATASHA ROMANOFF,Further every second.,Avengers: Endgame,0.0
549,JAMES RHODES,"So, all we have to do is hang out, wait for this Quill guy, and follow him to the Power Stone, right? ",Avengers: Endgame,0.0
550,NEBULA,Let’s take cover.  We’re not the only ones in this reality looking for the stones.,Avengers: Endgame,0.0
551,JAMES RHODES,"Hey, who are you talking about right now?  Who else is looking for the stones? ",Avengers: Endgame,0.0
552,NEBULA,My father.  My sister.  And me.,Avengers: Endgame,0.0
553,JAMES RHODES,You?  Where are you?,Avengers: Endgame,0.0
554,GAMORA,And yet you always need it.  Father wants us back on the ship.,Avengers: Endgame,0.0
555,BAD NEBULA,Why?,Avengers: Endgame,0.0
556,GAMORA,He’s found an Infinity Stone.,Avengers: Endgame,0.0
557,BAD NEBULA,Where?,Avengers: Endgame,0.0
558,GAMORA,On a planet called “Morag.”,Avengers: Endgame,0.0
559,BAD NEBULA,Father’s plan is finally in motion.,Avengers: Endgame,0.0
560,GAMORA,One stone isn’t six.,Avengers: Endgame,0.0
561,BAD NEBULA,It’s a start.  If he gets them all...,Avengers: Endgame,0.0
562,GAMORA,We’ll never have to do this again.,Avengers: Endgame,0.0
563,THANOS,Ronan has located the Power Stone. I’m dispatching you to his ship.,Avengers: Endgame,0.0
564,GAMORA,"Sister, what’s-",Avengers: Endgame,0.0
565,JAMES RHODES,"So, all we have to do is hang out, wait for this Quill guy, and follow him to the Power Stone, right? ",Avengers: Endgame,0.0
566,NEBULA,Let’s take cover.  We’re not the only ones in this reality looking for the stones.,Avengers: Endgame,0.0
567,GAMORA,Who was that?,Avengers: Endgame,0.0
568,BAD NEBULA,I...don’t know.  My head...splitting...,Avengers: Endgame,0.0
569,THANOS,Sshhh... Bring her to my ship.,Avengers: Endgame,0.0
570,LOKI,If it’s all the same to you...I’ll have that drink now.,Avengers: Endgame,0.0
571,A1 NATASHA,Who gets the magic wand?,Avengers: Endgame,0.0
572,A1 STEVE,SHIELD’s coming up now.,Avengers: Endgame,0.0
573,STEVE ROGERS,I’m in position.,Avengers: Endgame,0.0
574,SCOTT LANG,Who are these guys?,Avengers: Endgame,0.0
